Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
Balochistan,Pakistan,6/22/2020 4:33,28.328492,65.898403,9475,102,3650,5723,"Balochistan, Pakistan",76.75540212,1.07651715
Gilgit-Baltistan,Pakistan,6/22/2020 4:33,35.792146,74.982138,1288,22,865,401,"Gilgit-Baltistan, Pakistan",127.0738291,1.708074534
Islamabad,Pakistan,6/22/2020 4:33,33.665087,73.121219,10912,101,4681,6130,"Islamabad, Pakistan",543.8130304,0.92558651
Khyber Pakhtunkhwa,Pakistan,6/22/2020 4:33,34.485332,72.09169,21997,821,6536,14640,"Khyber Pakhtunkhwa, Pakistan",72.06608995,3.732327136
Punjab,Pakistan,6/22/2020 4:33,30.811346,72.139132,66943,1435,19100,46408,"Punjab, Pakistan",60.85038999,2.143614717
Sindh,Pakistan,6/22/2020 4:33,26.009446,68.776807,69628,1089,36278,32261,"Sindh, Pakistan",145.4035122,1.564025967
Azad Jammu and Kashmir,Pakistan,6/23/2020 4:33,34.027401,73.947253,869,22,350,497,"Azad Jammu and Kashmir, Pakistan",21.48136905,2.53164557
Balochistan,Pakistan,6/23/2020 4:33,28.328492,65.898403,9587,104,3670,5813,"Balochistan, Pakistan",77.66269553,1.084802336
Gilgit-Baltistan,Pakistan,6/23/2020 4:33,35.792146,74.982138,1326,22,946,358,"Gilgit-Baltistan, Pakistan",130.8229017,1.659125189
Islamabad,Pakistan,6/23/2020 4:33,33.665087,73.121219,11219,106,5012,6101,"Islamabad, Pakistan",559.1127555,0.944825742
Khyber Pakhtunkhwa,Pakistan,6/23/2020 4:33,34.485332,72.09169,22633,843,6869,14921,"Khyber Pakhtunkhwa, Pakistan",74.14973923,3.724649848
Punjab,Pakistan,6/23/2020 4:33,30.811346,72.139132,68308,1495,19580,47233,"Punjab, Pakistan",62.09115874,2.188616267
Sindh,Pakistan,6/23/2020 4:33,26.009446,68.776807,71092,1103,37044,32945,"Sindh, Pakistan",148.4607699,1.551510719
Azad Jammu and Kashmir,Pakistan,6/24/2020 4:33,34.027401,73.947253,892,23,366,503,"Azad Jammu and Kashmir, Pakistan",22.04992082,2.578475336
Balochistan,Pakistan,6/24/2020 4:33,28.328492,65.898403,9634,106,3694,5834,"Balochistan, Pakistan",78.04343473,1.100269878
Gilgit-Baltistan,Pakistan,6/24/2020 4:33,35.792146,74.982138,1337,23,961,353,"Gilgit-Baltistan, Pakistan",131.9081596,1.72026926
Islamabad,Pakistan,6/24/2020 4:33,33.665087,73.121219,11483,108,5012,6363,"Islamabad, Pakistan",572.2695223,0.94052077
Khyber Pakhtunkhwa,Pakistan,6/24/2020 4:33,34.485332,72.09169,23388,855,9385,13148,"Khyber Pakhtunkhwa, Pakistan",76.6232537,3.655720883
Punjab,Pakistan,6/24/2020 4:33,30.811346,72.139132,69536,1516,19935,48085,"Punjab, Pakistan",63.20739612,2.18016567
Sindh,Pakistan,6/24/2020 4:33,26.009446,68.776807,72656,1124,38401,33131,"Sindh, Pakistan",151.7268567,1.547016076
Azad Jammu and Kashmir,Pakistan,6/25/2020 5:26,34.027401,73.947253,930,25,390,515,"Azad Jammu and Kashmir, Pakistan",22.98926723,2.688172043
Balochistan,Pakistan,6/25/2020 5:26,28.328492,65.898403,9817,108,3710,5999,"Balochistan, Pakistan",79.52588735,1.100132423
Gilgit-Baltistan,Pakistan,6/25/2020 5:26,35.792146,74.982138,1365,23,995,347,"Gilgit-Baltistan, Pakistan",134.6706341,1.684981685
Islamabad,Pakistan,6/25/2020 5:26,33.665087,73.121219,11710,115,5424,6171,"Islamabad, Pakistan",583.5823484,0.98206661
Khyber Pakhtunkhwa,Pakistan,6/25/2020 5:26,34.485332,72.09169,23887,869,11097,11921,"Khyber Pakhtunkhwa, Pakistan",78.25806658,3.637962071
Punjab,Pakistan,6/25/2020 5:26,30.811346,72.139132,71191,1602,20262,49327,"Punjab, Pakistan",64.71177142,2.250284446
Sindh,Pakistan,6/25/2020 5:26,26.009446,68.776807,74070,1161,39429,33480,"Sindh, Pakistan",154.6796999,1.567436209
Azad Jammu and Kashmir,Pakistan,6/26/2020 4:33,34.027401,73.947253,962,25,395,542,"Azad Jammu and Kashmir, Pakistan",23.78029578,2.598752599
Balochistan,Pakistan,6/26/2020 4:33,28.328492,65.898403,9946,109,3737,6100,"Balochistan, Pakistan",80.57089493,1.095917957
Gilgit-Baltistan,Pakistan,6/26/2020 4:33,35.792146,74.982138,1398,23,999,376,"Gilgit-Baltistan, Pakistan",137.9264077,1.645207439
Islamabad,Pakistan,6/26/2020 4:33,33.665087,73.121219,11981,119,5839,6023,"Islamabad, Pakistan",597.0879689,0.993239296
Khyber Pakhtunkhwa,Pakistan,6/26/2020 4:33,34.485332,72.09169,24303,879,11449,11975,"Khyber Pakhtunkhwa, Pakistan",79.62095668,3.616837427
Punjab,Pakistan,6/26/2020 4:33,30.811346,72.139132,71987,1629,21009,49349,"Punjab, Pakistan",65.43532594,2.262908581
Sindh,Pakistan,6/26/2020 4:33,26.009446,68.776807,75168,1178,40740,33250,"Sindh, Pakistan",156.9726432,1.567156237
Azad Jammu and Kashmir,Pakistan,6/27/2020 4:33,34.027401,73.947253,1003,28,446,529,"Azad Jammu and Kashmir, Pakistan",24.7938011,2.791625125
Balochistan,Pakistan,6/27/2020 4:33,28.328492,65.898403,10116,113,3768,6235,"Balochistan, Pakistan",81.94803671,1.117042309
Gilgit-Baltistan,Pakistan,6/27/2020 4:33,35.792146,74.982138,1417,23,1027,367,"Gilgit-Baltistan, Pakistan",139.800944,1.623147495
Islamabad,Pakistan,6/27/2020 4:33,33.665087,73.121219,12206,120,6529,5557,"Islamabad, Pakistan",608.3011225,0.983123054
Khyber Pakhtunkhwa,Pakistan,6/27/2020 4:33,34.485332,72.09169,24943,890,11804,12249,"Khyber Pakhtunkhwa, Pakistan",81.71771067,3.568135349
Punjab,Pakistan,6/27/2020 4:33,30.811346,72.139132,72880,1656,21340,49884,"Punjab, Pakistan",66.24705231,2.272228321
Sindh,Pakistan,6/27/2020 4:33,26.009446,68.776807,76318,1205,41992,33121,"Sindh, Pakistan",159.3741777,1.578919783
Azad Jammu and Kashmir,Pakistan,6/28/2020 4:34,34.027401,73.947253,1027,28,465,534,"Azad Jammu and Kashmir, Pakistan",25.38707252,2.726387537
Balochistan,Pakistan,6/28/2020 4:34,28.328492,65.898403,10261,114,3810,6337,"Balochistan, Pakistan",83.12265764,1.111002826
Gilgit-Baltistan,Pakistan,6/28/2020 4:34,35.792146,74.982138,1423,24,1062,337,"Gilgit-Baltistan, Pakistan",140.3929028,1.686577653
Islamabad,Pakistan,6/28/2020 4:34,33.665087,73.121219,12395,122,6532,5741,"Islamabad, Pakistan",617.7201715,0.98426785
Khyber Pakhtunkhwa,Pakistan,6/28/2020 4:34,34.485332,72.09169,25380,914,12149,12317,"Khyber Pakhtunkhwa, Pakistan",83.1494005,3.601260835
Punjab,Pakistan,6/28/2020 4:34,30.811346,72.139132,74202,1673,25162,47367,"Punjab, Pakistan",67.44873457,2.254656209
Sindh,Pakistan,6/28/2020 4:34,26.009446,68.776807,78267,1243,43444,33580,"Sindh, Pakistan",163.4442564,1.588153372
Azad Jammu and Kashmir,Pakistan,6/29/2020 4:33,34.027401,73.947253,1049,28,520,501,"Azad Jammu and Kashmir, Pakistan",25.93090464,2.66920877
Balochistan,Pakistan,6/29/2020 4:33,28.328492,65.898403,10376,116,3939,6321,"Balochistan, Pakistan",84.05425355,1.117964534
Gilgit-Baltistan,Pakistan,6/29/2020 4:33,35.792146,74.982138,1442,24,1099,319,"Gilgit-Baltistan, Pakistan",142.2674391,1.664355062
Islamabad,Pakistan,6/29/2020 4:33,33.665087,73.121219,12643,127,6916,5600,"Islamabad, Pakistan",630.0795586,1.004508424
Khyber Pakhtunkhwa,Pakistan,6/29/2020 4:33,34.485332,72.09169,25778,922,12348,12508,"Khyber Pakhtunkhwa, Pakistan",84.45331939,3.576693304
Punjab,Pakistan,6/29/2020 4:33,30.811346,72.139132,74778,1681,26062,47035,"Punjab, Pakistan",67.97231171,2.247987376
Sindh,Pakistan,6/29/2020 4:33,26.009446,68.776807,80446,1269,44523,34654,"Sindh, Pakistan",167.9946421,1.577455685
Azad Jammu and Kashmir,Pakistan,6/30/2020 4:33,34.027401,73.947253,1065,28,539,498,"Azad Jammu and Kashmir, Pakistan",26.32641892,2.629107981
Balochistan,Pakistan,6/30/2020 4:33,28.328492,65.898403,10426,119,4197,6110,"Balochistan, Pakistan",84.45929525,1.141377326
Gilgit-Baltistan,Pakistan,6/30/2020 4:33,35.792146,74.982138,1470,24,1117,329,"Gilgit-Baltistan, Pakistan",145.0299137,1.632653061
Islamabad,Pakistan,6/30/2020 4:33,33.665087,73.121219,12775,128,7261,5386,"Islamabad, Pakistan",636.657942,1.001956947
Khyber Pakhtunkhwa,Pakistan,6/30/2020 4:33,34.485332,72.09169,26115,935,12626,12554,"Khyber Pakhtunkhwa, Pakistan",85.55739142,3.580317825
Punjab,Pakistan,6/30/2020 4:33,30.811346,72.139132,75501,1727,27147,46627,"Punjab, Pakistan",68.62951011,2.287386922
Sindh,Pakistan,6/30/2020 4:33,26.009446,68.776807,81985,1343,45616,35026,"Sindh, Pakistan",171.2085217,1.638104531
Azad Jammu and Kashmir,Pakistan,7/1/2020 4:33,34.027401,73.947253,1093,30,550,513,"Azad Jammu and Kashmir, Pakistan",27.0185689,2.74473925
Balochistan,Pakistan,7/1/2020 4:33,28.328492,65.898403,10476,121,4484,5871,"Balochistan, Pakistan",84.86433695,1.155021
Gilgit-Baltistan,Pakistan,7/1/2020 4:33,35.792146,74.982138,1489,26,1128,335,"Gilgit-Baltistan, Pakistan",146.90445,1.746138348
Islamabad,Pakistan,7/1/2020 4:33,33.665087,73.121219,12912,128,7261,5523,"Islamabad, Pakistan",643.4855066,0.991325898
Khyber Pakhtunkhwa,Pakistan,7/1/2020 4:33,34.485332,72.09169,26598,951,13067,12580,"Khyber Pakhtunkhwa, Pakistan",87.13978545,3.575456801
Punjab,Pakistan,7/1/2020 4:33,30.811346,72.139132,76262,1762,27488,47012,"Punjab, Pakistan",69.32125005,2.310456059
Sindh,Pakistan,7/1/2020 4:33,26.009446,68.776807,84640,1377,46824,36439,"Sindh, Pakistan",176.7529338,1.626890359
Azad Jammu and Kashmir,Pakistan,7/2/2020 4:33,34.027401,73.947253,1135,32,557,546,"Azad Jammu and Kashmir, Pakistan",28.05679387,2.81938326
Balochistan,Pakistan,7/2/2020 4:33,28.328492,65.898403,10608,121,4764,5723,"Balochistan, Pakistan",85.93364704,1.140648567
Gilgit-Baltistan,Pakistan,7/2/2020 4:33,35.792146,74.982138,1511,28,1146,337,"Gilgit-Baltistan, Pakistan",149.0749657,1.853077432
Islamabad,Pakistan,7/2/2020 4:33,33.665087,73.121219,13082,129,7850,5103,"Islamabad, Pakistan",651.9576671,0.986087754
Khyber Pakhtunkhwa,Pakistan,7/2/2020 4:33,34.485332,72.09169,26938,973,13584,12381,"Khyber Pakhtunkhwa, Pakistan",88.253686,3.611997921
Punjab,Pakistan,7/2/2020 4:33,30.811346,72.139132,77740,1784,28266,47690,"Punjab, Pakistan",70.66473445,2.294828917
Sindh,Pakistan,7/2/2020 4:33,26.009446,68.776807,86795,1406,48527,36862,"Sindh, Pakistan",181.2532004,1.619908981
Azad Jammu and Kashmir,Pakistan,7/3/2020 4:33,34.027401,73.947253,1160,33,686,441,"Azad Jammu and Kashmir, Pakistan",28.67478493,2.844827586
Balochistan,Pakistan,7/3/2020 4:33,28.328492,65.898403,10666,122,5073,5471,"Balochistan, Pakistan",86.40349541,1.143821489
Gilgit-Baltistan,Pakistan,7/3/2020 4:33,35.792146,74.982138,1524,28,1173,323,"Gilgit-Baltistan, Pakistan",150.3575431,1.837270341
Islamabad,Pakistan,7/3/2020 4:33,33.665087,73.121219,13195,129,8264,4802,"Islamabad, Pakistan",657.589162,0.977643047
Khyber Pakhtunkhwa,Pakistan,7/3/2020 4:33,34.485332,72.09169,27170,983,14715,11472,"Khyber Pakhtunkhwa, Pakistan",89.01375933,3.617960986
Punjab,Pakistan,7/3/2020 4:33,30.811346,72.139132,78956,1819,33786,43351,"Punjab, Pakistan",71.77006397,2.303814783
Sindh,Pakistan,7/3/2020 4:33,26.009446,68.776807,89225,1437,49926,37862,"Sindh, Pakistan",186.3277471,1.610535164
Azad Jammu and Kashmir,Pakistan,7/4/2020 4:33,34.027401,73.947253,1160,33,686,441,"Azad Jammu and Kashmir, Pakistan",28.67478493,2.844827586
Balochistan,Pakistan,7/4/2020 4:33,28.328492,65.898403,10666,122,5073,5471,"Balochistan, Pakistan",86.40349541,1.143821489
Gilgit-Baltistan,Pakistan,7/4/2020 4:33,35.792146,74.982138,1524,28,1173,323,"Gilgit-Baltistan, Pakistan",150.3575431,1.837270341
Islamabad,Pakistan,7/4/2020 4:33,33.665087,73.121219,13195,129,8264,4802,"Islamabad, Pakistan",657.589162,0.977643047
Khyber Pakhtunkhwa,Pakistan,7/4/2020 4:33,34.485332,72.09169,27170,983,14715,11472,"Khyber Pakhtunkhwa, Pakistan",89.01375933,3.617960986
Punjab,Pakistan,7/4/2020 4:33,30.811346,72.139132,78956,1819,33786,43351,"Punjab, Pakistan",71.77006397,2.303814783
Sindh,Pakistan,7/4/2020 4:33,26.009446,68.776807,89225,1437,49926,37862,"Sindh, Pakistan",186.3277471,1.610535164
Azad Jammu and Kashmir,Pakistan,7/5/2020 4:33,34.027401,73.947253,1214,34,686,494,"Azad Jammu and Kashmir, Pakistan",30.0096456,2.800658979
Balochistan,Pakistan,7/5/2020 4:33,28.328492,65.898403,10717,122,5331,5264,"Balochistan, Pakistan",86.81663795,1.138378278
Gilgit-Baltistan,Pakistan,7/5/2020 4:33,35.792146,74.982138,1536,28,1185,323,"Gilgit-Baltistan, Pakistan",151.5414608,1.822916667
Islamabad,Pakistan,7/5/2020 4:33,33.665087,73.121219,13292,130,8610,4552,"Islamabad, Pakistan",662.4232771,0.978031899
Khyber Pakhtunkhwa,Pakistan,7/5/2020 4:33,34.485332,72.09169,27506,1002,15520,10984,"Khyber Pakhtunkhwa, Pakistan",90.11455517,3.642841562
Punjab,Pakistan,7/5/2020 4:33,30.811346,72.139132,80297,1844,42854,35599,"Punjab, Pakistan",72.98901701,2.296474339
Sindh,Pakistan,7/5/2020 4:33,26.009446,68.776807,90721,1459,50908,38354,"Sindh, Pakistan",189.4518301,1.608227423
Azad Jammu and Kashmir,Pakistan,7/6/2020 4:33,34.027401,73.947253,1342,36,690,616,"Azad Jammu and Kashmir, Pakistan",33.1737598,2.682563338
Balochistan,Pakistan,7/6/2020 4:33,28.328492,65.898403,10814,123,5885,4806,"Balochistan, Pakistan",87.60241884,1.137414463
Gilgit-Baltistan,Pakistan,7/6/2020 4:33,35.792146,74.982138,1561,28,1203,330,"Gilgit-Baltistan, Pakistan",154.0079559,1.793721973
Islamabad,Pakistan,7/6/2020 4:33,33.665087,73.121219,13494,137,9156,4201,"Islamabad, Pakistan",672.4901972,1.015266044
Khyber Pakhtunkhwa,Pakistan,7/6/2020 4:33,34.485332,72.09169,28116,1028,16428,10660,"Khyber Pakhtunkhwa, Pakistan",92.11302382,3.656281121
Punjab,Pakistan,7/6/2020 4:33,30.811346,72.139132,81963,1884,45122,34957,"Punjab, Pakistan",74.50339117,2.298598148
Sindh,Pakistan,7/6/2020 4:33,26.009446,68.776807,94528,1526,53165,39837,"Sindh, Pakistan",197.4019532,1.614336493
Azad Jammu and Kashmir,Pakistan,7/7/2020 4:34,34.027401,73.947253,1383,36,741,606,"Azad Jammu and Kashmir, Pakistan",34.18726513,2.603036876
Balochistan,Pakistan,7/7/2020 4:34,28.328492,65.898403,10841,124,6131,4586,"Balochistan, Pakistan",87.82114136,1.143805922
Gilgit-Baltistan,Pakistan,7/7/2020 4:34,35.792146,74.982138,1587,30,1224,333,"Gilgit-Baltistan, Pakistan",156.5731109,1.890359168
Islamabad,Pakistan,7/7/2020 4:34,33.665087,73.121219,13557,140,9403,4014,"Islamabad, Pakistan",675.6298802,1.032676846
Khyber Pakhtunkhwa,Pakistan,7/7/2020 4:34,34.485332,72.09169,28236,1038,16549,10649,"Khyber Pakhtunkhwa, Pakistan",92.50616519,3.676158096
Punjab,Pakistan,7/7/2020 4:34,30.811346,72.139132,82669,1899,47054,33716,"Punjab, Pakistan",75.14513677,2.297112581
Sindh,Pakistan,7/7/2020 4:34,26.009446,68.776807,96236,1572,53855,40809,"Sindh, Pakistan",200.9687539,1.633484351
Azad Jammu and Kashmir,Pakistan,7/8/2020 5:33,34.027401,73.947253,1419,40,788,591,"Azad Jammu and Kashmir, Pakistan",35.07717225,2.81888654
Balochistan,Pakistan,7/8/2020 5:33,28.328492,65.898403,10919,124,6432,4363,"Balochistan, Pakistan",88.45300641,1.135635131
Gilgit-Baltistan,Pakistan,7/8/2020 5:33,35.792146,74.982138,1595,30,1232,333,"Gilgit-Baltistan, Pakistan",157.3623893,1.880877743
Islamabad,Pakistan,7/8/2020 5:33,33.665087,73.121219,13650,140,9655,3855,"Islamabad, Pakistan",680.2646504,1.025641026
Khyber Pakhtunkhwa,Pakistan,7/8/2020 5:33,34.485332,72.09169,28681,1045,17266,10370,"Khyber Pakhtunkhwa, Pakistan",93.96406445,3.643527074
Punjab,Pakistan,7/8/2020 5:33,30.811346,72.139132,83599,1929,50916,30754,"Punjab, Pakistan",75.99049569,2.307443869
Sindh,Pakistan,7/8/2020 5:33,26.009446,68.776807,97626,1614,54676,41336,"Sindh, Pakistan",203.8714781,1.65324811
Azad Jammu and Kashmir,Pakistan,7/9/2020 4:34,34.027401,73.947253,1459,40,828,591,"Azad Jammu and Kashmir, Pakistan",36.06595794,2.741603838
Balochistan,Pakistan,7/9/2020 4:34,28.328492,65.898403,11052,124,6658,4270,"Balochistan, Pakistan",89.53041734,1.121968874
Gilgit-Baltistan,Pakistan,7/9/2020 4:34,35.792146,74.982138,1605,31,1272,302,"Gilgit-Baltistan, Pakistan",158.3489874,1.931464174
Islamabad,Pakistan,7/9/2020 4:34,33.665087,73.121219,13731,142,9939,3650,"Islamabad, Pakistan",684.3013856,1.034156289
Khyber Pakhtunkhwa,Pakistan,7/9/2020 4:34,34.485332,72.09169,29052,1054,18791,9207,"Khyber Pakhtunkhwa, Pakistan",95.17952653,3.62797742
Punjab,Pakistan,7/9/2020 4:34,30.811346,72.139132,84587,1955,51450,31182,"Punjab, Pakistan",76.88857593,2.311229858
Sindh,Pakistan,7/9/2020 4:34,26.009446,68.776807,99362,1637,56373,41352,"Sindh, Pakistan",207.496751,1.647511121
Azad Jammu and Kashmir,Pakistan,7/10/2020 4:34,34.027401,73.947253,1485,41,860,584,"Azad Jammu and Kashmir, Pakistan",36.70866863,2.760942761
Balochistan,Pakistan,7/10/2020 4:34,28.328492,65.898403,11099,125,6931,4043,"Balochistan, Pakistan",89.91115653,1.126227588
Gilgit-Baltistan,Pakistan,7/10/2020 4:34,35.792146,74.982138,1619,34,1290,295,"Gilgit-Baltistan, Pakistan",159.7302246,2.100061767
Islamabad,Pakistan,7/10/2020 4:34,33.665087,73.121219,13829,146,10240,3443,"Islamabad, Pakistan",689.185337,1.055752404
Khyber Pakhtunkhwa,Pakistan,7/10/2020 4:34,34.485332,72.09169,29406,1063,19503,8840,"Khyber Pakhtunkhwa, Pakistan",96.33929359,3.614908522
Punjab,Pakistan,7/10/2020 4:34,30.811346,72.139132,85261,1972,52641,30648,"Punjab, Pakistan",77.50123391,2.312898042
Sindh,Pakistan,7/10/2020 4:34,26.009446,68.776807,100900,1677,57627,41596,"Sindh, Pakistan",210.7085422,1.662041625
Azad Jammu and Kashmir,Pakistan,7/11/2020 4:34,34.027401,73.947253,1532,42,894,596,"Azad Jammu and Kashmir, Pakistan",37.87049182,2.74151436
Balochistan,Pakistan,7/11/2020 4:34,28.328492,65.898403,11128,126,7224,3778,"Balochistan, Pakistan",90.14608072,1.132278936
Gilgit-Baltistan,Pakistan,7/11/2020 4:34,35.792146,74.982138,1630,36,1303,291,"Gilgit-Baltistan, Pakistan",160.8154825,2.208588957
Islamabad,Pakistan,7/11/2020 4:34,33.665087,73.121219,13927,147,10441,3339,"Islamabad, Pakistan",694.0692883,1.055503698
Khyber Pakhtunkhwa,Pakistan,7/11/2020 4:34,34.485332,72.09169,29775,1074,20271,8430,"Khyber Pakhtunkhwa, Pakistan",97.54820331,3.607052897
Punjab,Pakistan,7/11/2020 4:34,30.811346,72.139132,85991,1985,53836,30170,"Punjab, Pakistan",78.16479521,2.30838111
Sindh,Pakistan,7/11/2020 4:34,26.009446,68.776807,102368,1713,59165,41490,"Sindh, Pakistan",213.7741531,1.673374492
Azad Jammu and Kashmir,Pakistan,7/12/2020 4:34,34.027401,73.947253,1564,43,942,579,"Azad Jammu and Kashmir, Pakistan",38.66152037,2.749360614
Balochistan,Pakistan,7/12/2020 4:34,28.328492,65.898403,11157,126,7421,3610,"Balochistan, Pakistan",90.38100491,1.129335843
Gilgit-Baltistan,Pakistan,7/12/2020 4:34,35.792146,74.982138,1658,36,1316,306,"Gilgit-Baltistan, Pakistan",163.577957,2.171290712
Islamabad,Pakistan,7/12/2020 4:34,33.665087,73.121219,14023,152,10645,3226,"Islamabad, Pakistan",698.8535672,1.083933538
Khyber Pakhtunkhwa,Pakistan,7/12/2020 4:34,34.485332,72.09169,30078,1087,20762,8229,"Khyber Pakhtunkhwa, Pakistan",98.54088528,3.613937097
Punjab,Pakistan,7/12/2020 4:34,30.811346,72.139132,86556,2006,55175,29375,"Punjab, Pakistan",78.67837349,2.317574749
Sindh,Pakistan,7/12/2020 4:34,26.009446,68.776807,103836,1747,60439,41650,"Sindh, Pakistan",216.839764,1.682460804
Azad Jammu and Kashmir,Pakistan,7/13/2020 4:43,34.027401,73.947253,1599,44,978,577,"Azad Jammu and Kashmir, Pakistan",39.52670784,2.751719825
Balochistan,Pakistan,7/13/2020 4:43,28.328492,65.898403,11185,126,7598,3461,"Balochistan, Pakistan",90.60782826,1.126508717
Gilgit-Baltistan,Pakistan,7/13/2020 4:43,35.792146,74.982138,1671,36,1319,316,"Gilgit-Baltistan, Pakistan",164.8605345,2.154398564
Islamabad,Pakistan,7/13/2020 4:43,33.665087,73.121219,14108,153,10883,3072,"Islamabad, Pakistan",703.0896474,1.084491069
Khyber Pakhtunkhwa,Pakistan,7/13/2020 4:43,34.485332,72.09169,30486,1099,21158,8229,"Khyber Pakhtunkhwa, Pakistan",99.87756595,3.604933412
Punjab,Pakistan,7/13/2020 4:43,30.811346,72.139132,87043,2013,58023,27007,"Punjab, Pakistan",79.12105069,2.31265007
Sindh,Pakistan,7/13/2020 4:43,26.009446,68.776807,105533,1795,61958,41780,"Sindh, Pakistan",220.3835935,1.700889769
Azad Jammu and Kashmir,Pakistan,7/14/2020 4:34,34.027401,73.947253,1655,45,1029,581,"Azad Jammu and Kashmir, Pakistan",40.9110078,2.719033233
Balochistan,Pakistan,7/14/2020 4:34,28.328492,65.898403,11192,126,7812,3254,"Balochistan, Pakistan",90.6645341,1.125804146
Gilgit-Baltistan,Pakistan,7/14/2020 4:34,35.792146,74.982138,1694,36,1370,288,"Gilgit-Baltistan, Pakistan",167.12971,2.12514758
Islamabad,Pakistan,7/14/2020 4:34,33.665087,73.121219,14202,155,11327,2720,"Islamabad, Pakistan",707.7742538,1.091395578
Khyber Pakhtunkhwa,Pakistan,7/14/2020 4:34,34.485332,72.09169,30747,1106,21312,8329,"Khyber Pakhtunkhwa, Pakistan",100.7326484,3.597098904
Punjab,Pakistan,7/14/2020 4:34,30.811346,72.139132,87492,2026,63977,21489,"Punjab, Pakistan",79.52918634,2.315640287
Sindh,Pakistan,7/14/2020 4:34,26.009446,68.776807,106622,1826,63829,40967,"Sindh, Pakistan",222.6577422,1.712592148
Azad Jammu and Kashmir,Pakistan,7/15/2020 4:34,34.027401,73.947253,1688,46,1049,593,"Azad Jammu and Kashmir, Pakistan",41.726756,2.725118483
Balochistan,Pakistan,7/15/2020 4:34,28.328492,65.898403,11239,127,7883,3229,"Balochistan, Pakistan",91.04527329,1.129993772
Gilgit-Baltistan,Pakistan,7/15/2020 4:34,35.792146,74.982138,1708,38,1376,294,"Gilgit-Baltistan, Pakistan",168.5109473,2.224824356
Islamabad,Pakistan,7/15/2020 4:34,33.665087,73.121219,14315,155,11327,2833,"Islamabad, Pakistan",713.4057487,1.0827803
Khyber Pakhtunkhwa,Pakistan,7/15/2020 4:34,34.485332,72.09169,31001,1114,21607,8280,"Khyber Pakhtunkhwa, Pakistan",101.5647977,3.59343247
Punjab,Pakistan,7/15/2020 4:34,30.811346,72.139132,88045,2043,64148,21854,"Punjab, Pakistan",80.03185676,2.320404339
Sindh,Pakistan,7/15/2020 4:34,26.009446,68.776807,107773,1863,65420,40490,"Sindh, Pakistan",225.0613649,1.728633331
Azad Jammu and Kashmir,Pakistan,7/16/2020 4:44,34.027401,73.947253,1771,46,1061,664,"Azad Jammu and Kashmir, Pakistan",43.7784863,2.597402597
Balochistan,Pakistan,7/16/2020 4:44,28.328492,65.898403,11322,127,8002,3193,"Balochistan, Pakistan",91.71764251,1.121709945
Gilgit-Baltistan,Pakistan,7/16/2020 4:44,35.792146,74.982138,1750,38,1389,323,"Gilgit-Baltistan, Pakistan",172.6546591,2.171428571
Islamabad,Pakistan,7/16/2020 4:44,33.665087,73.121219,14402,156,11486,2760,"Islamabad, Pakistan",717.7415014,1.083182891
Khyber Pakhtunkhwa,Pakistan,7/16/2020 4:44,34.485332,72.09169,31217,1120,22260,7837,"Khyber Pakhtunkhwa, Pakistan",102.2724521,3.587788705
Punjab,Pakistan,7/16/2020 4:44,30.811346,72.139132,88539,2051,64247,22241,"Punjab, Pakistan",80.48089688,2.316493297
Sindh,Pakistan,7/16/2020 4:44,26.009446,68.776807,108913,1888,70292,36733,"Sindh, Pakistan",227.4420165,1.733493706
Azad Jammu and Kashmir,Pakistan,7/17/2020 4:34,34.027401,73.947253,1771,46,1061,664,"Azad Jammu and Kashmir, Pakistan",43.7784863,2.597402597
Balochistan,Pakistan,7/17/2020 4:34,28.328492,65.898403,11322,127,8002,3193,"Balochistan, Pakistan",91.71764251,1.121709945
Gilgit-Baltistan,Pakistan,7/17/2020 4:34,35.792146,74.982138,1750,38,1389,323,"Gilgit-Baltistan, Pakistan",172.6546591,2.171428571
Islamabad,Pakistan,7/17/2020 4:34,33.665087,73.121219,14402,156,11486,2760,"Islamabad, Pakistan",717.7415014,1.083182891
Khyber Pakhtunkhwa,Pakistan,7/17/2020 4:34,34.485332,72.09169,31217,1120,22260,7837,"Khyber Pakhtunkhwa, Pakistan",102.2724521,3.587788705
Punjab,Pakistan,7/17/2020 4:34,30.811346,72.139132,88539,2051,64247,22241,"Punjab, Pakistan",80.48089688,2.316493297
Sindh,Pakistan,7/17/2020 4:34,26.009446,68.776807,108913,1888,70292,36733,"Sindh, Pakistan",227.4420165,1.733493706
Azad Jammu and Kashmir,Pakistan,7/18/2020 4:34,34.027401,73.947253,1840,46,1094,700,"Azad Jammu and Kashmir, Pakistan",45.48414161,2.5
Balochistan,Pakistan,7/18/2020 4:34,28.328492,65.898403,11405,131,8313,2961,"Balochistan, Pakistan",92.39001174,1.148619027
Gilgit-Baltistan,Pakistan,7/18/2020 4:34,35.792146,74.982138,1796,39,1409,348,"Gilgit-Baltistan, Pakistan",177.1930102,2.171492205
Islamabad,Pakistan,7/18/2020 4:34,33.665087,73.121219,14504,157,11708,2639,"Islamabad, Pakistan",722.8247977,1.082460011
Khyber Pakhtunkhwa,Pakistan,7/18/2020 4:34,34.485332,72.09169,31669,1130,22873,7666,"Khyber Pakhtunkhwa, Pakistan",103.7532847,3.568158136
