Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
Khyber Pakhtunkhwa,Pakistan,2/15/2021 5:24,34.485332,72.09169,69990,1995,65646,2349,"Khyber Pakhtunkhwa, Pakistan",229.2997061,2.850407201
Punjab,Pakistan,2/15/2021 5:24,30.811346,72.139132,164268,5051,151896,7321,"Punjab, Pakistan",149.3176563,3.074853289
Sindh,Pakistan,2/15/2021 5:24,26.009446,68.776807,253762,4219,235470,14073,"Sindh, Pakistan",529.9288513,1.662581474
Azad Jammu and Kashmir,Pakistan,2/16/2021 5:24,34.027401,73.947253,9487,281,8725,481,"Azad Jammu and Kashmir, Pakistan",234.5152453,2.961947929
Balochistan,Pakistan,2/16/2021 5:24,28.328492,65.898403,18942,199,18655,88,"Balochistan, Pakistan",153.4459976,1.050575441
Gilgit-Baltistan,Pakistan,2/16/2021 5:24,35.792146,74.982138,4940,102,4805,33,"Gilgit-Baltistan, Pakistan",487.3794377,2.064777328
Islamabad,Pakistan,2/16/2021 5:24,33.665087,73.121219,42688,486,40800,1402,"Islamabad, Pakistan",2127.409333,1.138493253
Khyber Pakhtunkhwa,Pakistan,2/16/2021 5:24,34.485332,72.09169,69990,1995,65646,2349,"Khyber Pakhtunkhwa, Pakistan",229.2997061,2.850407201
Punjab,Pakistan,2/16/2021 5:24,30.811346,72.139132,164268,5051,151896,7321,"Punjab, Pakistan",149.3176563,3.074853289
Sindh,Pakistan,2/16/2021 5:24,26.009446,68.776807,253762,4219,235470,14073,"Sindh, Pakistan",529.9288513,1.662581474
Azad Jammu and Kashmir,Pakistan,2/17/2021 5:23,34.027401,73.947253,9562,284,8791,487,"Azad Jammu and Kashmir, Pakistan",236.3692185,2.970089939
Balochistan,Pakistan,2/17/2021 5:23,28.328492,65.898403,18954,199,18667,88,"Balochistan, Pakistan",153.5432076,1.049910309
Gilgit-Baltistan,Pakistan,2/17/2021 5:23,35.792146,74.982138,4943,102,4812,29,"Gilgit-Baltistan, Pakistan",487.6754171,2.063524176
Islamabad,Pakistan,2/17/2021 5:23,33.665087,73.121219,42921,486,40923,1512,"Islamabad, Pakistan",2139.021176,1.132312854
Khyber Pakhtunkhwa,Pakistan,2/17/2021 5:23,34.485332,72.09169,70123,2007,65984,2132,"Khyber Pakhtunkhwa, Pakistan",229.7354378,2.862113714
Punjab,Pakistan,2/17/2021 5:23,30.811346,72.139132,165200,5114,152869,7217,"Punjab, Pakistan",150.1648332,3.095641646
Sindh,Pakistan,2/17/2021 5:23,26.009446,68.776807,254286,4244,236499,13543,"Sindh, Pakistan",531.0231157,1.668986889
Azad Jammu and Kashmir,Pakistan,2/18/2021 5:22,34.027401,73.947253,9629,284,8831,514,"Azad Jammu and Kashmir, Pakistan",238.0254345,2.949423616
Balochistan,Pakistan,2/18/2021 5:22,28.328492,65.898403,18958,199,18668,91,"Balochistan, Pakistan",153.5756109,1.049688786
Gilgit-Baltistan,Pakistan,2/18/2021 5:22,35.792146,74.982138,4945,102,4813,30,"Gilgit-Baltistan, Pakistan",487.8727367,2.062689585
Islamabad,Pakistan,2/18/2021 5:22,33.665087,73.121219,43029,487,41030,1512,"Islamabad, Pakistan",2144.40349,1.131794836
Khyber Pakhtunkhwa,Pakistan,2/18/2021 5:22,34.485332,72.09169,70306,2015,66240,2051,"Khyber Pakhtunkhwa, Pakistan",230.3349784,2.866042728
Punjab,Pakistan,2/18/2021 5:22,30.811346,72.139132,165716,5138,153644,6934,"Punjab, Pakistan",150.633871,3.100485167
Sindh,Pakistan,2/18/2021 5:22,26.009446,68.776807,254678,4263,237371,13044,"Sindh, Pakistan",531.8417257,1.673878388
Azad Jammu and Kashmir,Pakistan,2/19/2021 5:24,34.027401,73.947253,9673,285,8865,523,"Azad Jammu and Kashmir, Pakistan",239.1130988,2.946345498
Balochistan,Pakistan,2/19/2021 5:24,28.328492,65.898403,18967,199,18675,93,"Balochistan, Pakistan",153.6485184,1.0491907
Gilgit-Baltistan,Pakistan,2/19/2021 5:24,35.792146,74.982138,4947,102,4816,29,"Gilgit-Baltistan, Pakistan",488.0700564,2.06185567
Islamabad,Pakistan,2/19/2021 5:24,33.665087,73.121219,43145,488,41139,1518,"Islamabad, Pakistan",2150.184494,1.131069649
Khyber Pakhtunkhwa,Pakistan,2/19/2021 5:24,34.485332,72.09169,70493,2020,66391,2082,"Khyber Pakhtunkhwa, Pakistan",230.9476237,2.865532748
Punjab,Pakistan,2/19/2021 5:24,30.811346,72.139132,166242,5166,153924,7152,"Punjab, Pakistan",151.1119988,3.107517956
Sindh,Pakistan,2/19/2021 5:24,26.009446,68.776807,255039,4267,238030,12742,"Sindh, Pakistan",532.5955987,1.673077451
Azad Jammu and Kashmir,Pakistan,2/20/2021 5:22,34.027401,73.947253,9718,286,8899,533,"Azad Jammu and Kashmir, Pakistan",240.2254827,2.942992385
Balochistan,Pakistan,2/20/2021 5:22,28.328492,65.898403,18972,199,18689,84,"Balochistan, Pakistan",153.6890226,1.048914189
Gilgit-Baltistan,Pakistan,2/20/2021 5:22,35.792146,74.982138,4951,102,4821,28,"Gilgit-Baltistan, Pakistan",488.4646956,2.060189861
Islamabad,Pakistan,2/20/2021 5:22,33.665087,73.121219,43282,488,41203,1591,"Islamabad, Pakistan",2157.012058,1.127489488
Khyber Pakhtunkhwa,Pakistan,2/20/2021 5:22,34.485332,72.09169,70716,2027,66524,2165,"Khyber Pakhtunkhwa, Pakistan",231.6782114,2.866395158
Punjab,Pakistan,2/20/2021 5:22,30.811346,72.139132,166777,5185,154568,7024,"Punjab, Pakistan",151.5983074,3.10894188
Sindh,Pakistan,2/20/2021 5:22,26.009446,68.776807,255430,4276,238498,12656,"Sindh, Pakistan",533.4121204,1.674039854
Azad Jammu and Kashmir,Pakistan,2/21/2021 5:24,34.027401,73.947253,9777,288,8938,551,"Azad Jammu and Kashmir, Pakistan",241.6839416,2.945688862
Balochistan,Pakistan,2/21/2021 5:24,28.328492,65.898403,18979,199,18697,83,"Balochistan, Pakistan",153.7457284,1.04852732
Gilgit-Baltistan,Pakistan,2/21/2021 5:24,35.792146,74.982138,4951,102,4821,28,"Gilgit-Baltistan, Pakistan",488.4646956,2.060189861
Islamabad,Pakistan,2/21/2021 5:24,33.665087,73.121219,43402,488,41279,1635,"Islamabad, Pakistan",2162.992407,1.124372149
Khyber Pakhtunkhwa,Pakistan,2/21/2021 5:24,34.485332,72.09169,70886,2032,66685,2169,"Khyber Pakhtunkhwa, Pakistan",232.2351617,2.8665745
Punjab,Pakistan,2/21/2021 5:24,30.811346,72.139132,167345,5204,154895,7246,"Punjab, Pakistan",152.1146126,3.109743345
Sindh,Pakistan,2/21/2021 5:24,26.009446,68.776807,255834,4288,238792,12754,"Sindh, Pakistan",534.2557899,1.676086838
Azad Jammu and Kashmir,Pakistan,2/22/2021 5:24,34.027401,73.947253,9828,288,8971,569,"Azad Jammu and Kashmir, Pakistan",242.9446433,2.93040293
Balochistan,Pakistan,2/22/2021 5:24,28.328492,65.898403,18988,199,18708,81,"Balochistan, Pakistan",153.8186359,1.048030335
Gilgit-Baltistan,Pakistan,2/22/2021 5:24,35.792146,74.982138,4951,102,4821,28,"Gilgit-Baltistan, Pakistan",488.4646956,2.060189861
Islamabad,Pakistan,2/22/2021 5:24,33.665087,73.121219,43485,492,41363,1630,"Islamabad, Pakistan",2167.128815,1.131424629
Khyber Pakhtunkhwa,Pakistan,2/22/2021 5:24,34.485332,72.09169,71043,2036,66885,2122,"Khyber Pakhtunkhwa, Pakistan",232.7495217,2.865869966
Punjab,Pakistan,2/22/2021 5:24,30.811346,72.139132,167819,5208,155632,6979,"Punjab, Pakistan",152.545473,3.103343483
Sindh,Pakistan,2/22/2021 5:24,26.009446,68.776807,256220,4292,239111,12817,"Sindh, Pakistan",535.0618701,1.675122941
Azad Jammu and Kashmir,Pakistan,2/23/2021 5:23,34.027401,73.947253,9878,291,9012,575,"Azad Jammu and Kashmir, Pakistan",244.1806254,2.945940474
Balochistan,Pakistan,2/23/2021 5:23,28.328492,65.898403,18993,199,18713,81,"Balochistan, Pakistan",153.8591401,1.047754436
Gilgit-Baltistan,Pakistan,2/23/2021 5:23,35.792146,74.982138,4951,102,4826,23,"Gilgit-Baltistan, Pakistan",488.4646956,2.060189861
Islamabad,Pakistan,2/23/2021 5:23,33.665087,73.121219,43623,493,41451,1679,"Islamabad, Pakistan",2174.006216,1.130137771
Khyber Pakhtunkhwa,Pakistan,2/23/2021 5:23,34.485332,72.09169,71146,2043,67007,2096,"Khyber Pakhtunkhwa, Pakistan",233.086968,2.871559891
Punjab,Pakistan,2/23/2021 5:23,30.811346,72.139132,168348,5237,155948,7163,"Punjab, Pakistan",153.0263277,3.110818067
Sindh,Pakistan,2/23/2021 5:23,26.009446,68.776807,256445,4293,239286,12866,"Sindh, Pakistan",535.5317355,1.674043167
Azad Jammu and Kashmir,Pakistan,2/24/2021 5:29,34.027401,73.947253,9955,293,9055,607,"Azad Jammu and Kashmir, Pakistan",246.0840379,2.943244601
Balochistan,Pakistan,2/24/2021 5:29,28.328492,65.898403,19004,199,18716,89,"Balochistan, Pakistan",153.9482493,1.047147969
Gilgit-Baltistan,Pakistan,2/24/2021 5:29,35.792146,74.982138,4954,102,4832,20,"Gilgit-Baltistan, Pakistan",488.760675,2.058942269
Islamabad,Pakistan,2/24/2021 5:29,33.665087,73.121219,43753,494,41539,1720,"Islamabad, Pakistan",2180.484927,1.129065436
Khyber Pakhtunkhwa,Pakistan,2/24/2021 5:29,34.485332,72.09169,71282,2050,67187,2045,"Khyber Pakhtunkhwa, Pakistan",233.5325282,2.87590135
Punjab,Pakistan,2/24/2021 5:29,30.811346,72.139132,168891,5269,156821,6801,"Punjab, Pakistan",153.5199082,3.119763635
Sindh,Pakistan,2/24/2021 5:29,26.009446,68.776807,256741,4301,240057,12383,"Sindh, Pakistan",536.1498696,1.675229122
Azad Jammu and Kashmir,Pakistan,2/25/2021 5:24,34.027401,73.947253,10022,296,9097,629,"Azad Jammu and Kashmir, Pakistan",247.7402539,2.953502295
Balochistan,Pakistan,2/25/2021 5:24,28.328492,65.898403,19010,199,18732,79,"Balochistan, Pakistan",153.9968543,1.046817464
Gilgit-Baltistan,Pakistan,2/25/2021 5:24,35.792146,74.982138,4955,102,4836,17,"Gilgit-Baltistan, Pakistan",488.8593348,2.058526741
Islamabad,Pakistan,2/25/2021 5:24,33.665087,73.121219,43901,494,41640,1767,"Islamabad, Pakistan",2187.86069,1.125259106
Khyber Pakhtunkhwa,Pakistan,2/25/2021 5:24,34.485332,72.09169,71490,2058,67448,1984,"Khyber Pakhtunkhwa, Pakistan",234.2139733,2.878724297
Punjab,Pakistan,2/25/2021 5:24,30.811346,72.139132,169474,5308,157459,6707,"Punjab, Pakistan",154.0498483,3.132043853
Sindh,Pakistan,2/25/2021 5:24,26.009446,68.776807,257089,4315,240676,12098,"Sindh, Pakistan",536.8765948,1.678407089
Azad Jammu and Kashmir,Pakistan,2/26/2021 5:22,34.027401,73.947253,10101,296,9144,661,"Azad Jammu and Kashmir, Pakistan",249.6931056,2.93040293
Balochistan,Pakistan,2/26/2021 5:22,28.328492,65.898403,19035,200,18734,101,"Balochistan, Pakistan",154.1993751,1.050696086
Gilgit-Baltistan,Pakistan,2/26/2021 5:22,35.792146,74.982138,4956,102,4840,14,"Gilgit-Baltistan, Pakistan",488.9579946,2.05811138
Islamabad,Pakistan,2/26/2021 5:22,33.665087,73.121219,44032,496,41765,1771,"Islamabad, Pakistan",2194.389237,1.126453488
Khyber Pakhtunkhwa,Pakistan,2/26/2021 5:22,34.485332,72.09169,71728,2065,67632,2031,"Khyber Pakhtunkhwa, Pakistan",234.9937037,2.878931519
Punjab,Pakistan,2/26/2021 5:22,30.811346,72.139132,170222,5323,159295,5604,"Punjab, Pakistan",154.7297714,3.127092855
Sindh,Pakistan,2/26/2021 5:22,26.009446,68.776807,257408,4322,240983,12103,"Sindh, Pakistan",537.5427596,1.679046494
Azad Jammu and Kashmir,Pakistan,2/27/2021 5:22,34.027401,73.947253,10147,297,9185,665,"Azad Jammu and Kashmir, Pakistan",250.8302092,2.92697349
Balochistan,Pakistan,2/27/2021 5:22,28.328492,65.898403,19038,200,18743,95,"Balochistan, Pakistan",154.2236776,1.050530518
Gilgit-Baltistan,Pakistan,2/27/2021 5:22,35.792146,74.982138,4956,102,4840,14,"Gilgit-Baltistan, Pakistan",488.9579946,2.05811138
Islamabad,Pakistan,2/27/2021 5:22,33.665087,73.121219,44106,496,41894,1716,"Islamabad, Pakistan",2198.077119,1.124563551
Khyber Pakhtunkhwa,Pakistan,2/27/2021 5:22,34.485332,72.09169,72003,2070,67803,2130,"Khyber Pakhtunkhwa, Pakistan",235.8946527,2.874880213
Punjab,Pakistan,2/27/2021 5:22,30.811346,72.139132,170817,5337,160685,4795,"Punjab, Pakistan",155.2706193,3.124396284
Sindh,Pakistan,2/27/2021 5:22,26.009446,68.776807,257730,4335,241256,12139,"Sindh, Pakistan",538.2151892,1.681992783
Azad Jammu and Kashmir,Pakistan,2/28/2021 5:22,34.027401,73.947253,10198,297,9195,706,"Azad Jammu and Kashmir, Pakistan",252.0909109,2.912335752
Balochistan,Pakistan,2/28/2021 5:22,28.328492,65.898403,19045,200,18745,100,"Balochistan, Pakistan",154.2803835,1.050144395
Gilgit-Baltistan,Pakistan,2/28/2021 5:22,35.792146,74.982138,4956,102,4841,13,"Gilgit-Baltistan, Pakistan",488.9579946,2.05811138
Islamabad,Pakistan,2/28/2021 5:22,33.665087,73.121219,44259,496,41995,1768,"Islamabad, Pakistan",2205.702063,1.120676021
Khyber Pakhtunkhwa,Pakistan,2/28/2021 5:22,34.485332,72.09169,72162,2072,68024,2066,"Khyber Pakhtunkhwa, Pakistan",236.415565,2.871317314
Punjab,Pakistan,2/28/2021 5:22,30.811346,72.139132,171349,5350,160997,5002,"Punjab, Pakistan",155.754201,3.122282593
Sindh,Pakistan,2/28/2021 5:22,26.009446,68.776807,258004,4343,241480,12181,"Sindh, Pakistan",538.7873809,1.683307236
Azad Jammu and Kashmir,Pakistan,3/1/2021 5:23,34.027401,73.947253,10243,301,9228,714,"Azad Jammu and Kashmir, Pakistan",253.2032948,2.938592209
Balochistan,Pakistan,3/1/2021 5:23,28.328492,65.898403,19049,200,18754,95,"Balochistan, Pakistan",154.3127868,1.049923881
Gilgit-Baltistan,Pakistan,3/1/2021 5:23,35.792146,74.982138,4956,102,4843,11,"Gilgit-Baltistan, Pakistan",488.9579946,2.05811138
Islamabad,Pakistan,3/1/2021 5:23,33.665087,73.121219,44373,501,42085,1787,"Islamabad, Pakistan",2211.383394,1.129064972
Khyber Pakhtunkhwa,Pakistan,3/1/2021 5:23,34.485332,72.09169,72424,2079,68128,2217,"Khyber Pakhtunkhwa, Pakistan",237.2739236,2.870595383
Punjab,Pakistan,3/1/2021 5:23,30.811346,72.139132,172054,5363,161469,5222,"Punjab, Pakistan",156.3950376,3.117044649
Sindh,Pakistan,3/1/2021 5:23,26.009446,68.776807,258266,4350,241864,12052,"Sindh, Pakistan",539.3345131,1.684309975
Azad Jammu and Kashmir,Pakistan,3/2/2021 5:23,34.027401,73.947253,10280,306,9262,712,"Azad Jammu and Kashmir, Pakistan",254.1179216,2.976653696
Balochistan,Pakistan,3/2/2021 5:23,28.328492,65.898403,19066,200,18762,104,"Balochistan, Pakistan",154.450501,1.048987727
Gilgit-Baltistan,Pakistan,3/2/2021 5:23,35.792146,74.982138,4956,102,4845,9,"Gilgit-Baltistan, Pakistan",488.9579946,2.05811138
Islamabad,Pakistan,3/2/2021 5:23,33.665087,73.121219,44516,501,42203,1812,"Islamabad, Pakistan",2218.509976,1.125438045
Khyber Pakhtunkhwa,Pakistan,3/2/2021 5:23,34.485332,72.09169,72615,2085,68225,2305,"Khyber Pakhtunkhwa, Pakistan",237.8996737,2.871307581
Punjab,Pakistan,3/2/2021 5:23,30.811346,72.139132,172683,5391,161895,5397,"Punjab, Pakistan",156.9667911,3.121905457
Sindh,Pakistan,3/2/2021 5:23,26.009446,68.776807,258412,4353,242214,11845,"Sindh, Pakistan",539.6394035,1.684519295
Azad Jammu and Kashmir,Pakistan,3/3/2021 5:23,34.027401,73.947253,10319,306,9302,711,"Azad Jammu and Kashmir, Pakistan",255.0819876,2.965403624
Balochistan,Pakistan,3/3/2021 5:23,28.328492,65.898403,19076,200,18768,108,"Balochistan, Pakistan",154.5315093,1.048437828
Gilgit-Baltistan,Pakistan,3/3/2021 5:23,35.792146,74.982138,4956,102,4845,9,"Gilgit-Baltistan, Pakistan",488.9579946,2.05811138
Islamabad,Pakistan,3/3/2021 5:23,33.665087,73.121219,44690,501,42317,1872,"Islamabad, Pakistan",2227.181482,1.121056165
Khyber Pakhtunkhwa,Pakistan,3/3/2021 5:23,34.485332,72.09169,72801,2091,68507,2203,"Khyber Pakhtunkhwa, Pakistan",238.5090428,2.872213294
Punjab,Pakistan,3/3/2021 5:23,30.811346,72.139132,173395,5441,162658,5296,"Punjab, Pakistan",157.6139906,3.137922085
Sindh,Pakistan,3/3/2021 5:23,26.009446,68.776807,258679,4372,247858,6449,"Sindh, Pakistan",540.1969772,1.6901256
Azad Jammu and Kashmir,Pakistan,3/4/2021 5:24,34.027401,73.947253,10371,307,9347,717,"Azad Jammu and Kashmir, Pakistan",256.367409,2.960177418
Balochistan,Pakistan,3/4/2021 5:24,28.328492,65.898403,19084,200,18773,111,"Balochistan, Pakistan",154.596316,1.047998323
Gilgit-Baltistan,Pakistan,3/4/2021 5:24,35.792146,74.982138,4957,102,4850,5,"Gilgit-Baltistan, Pakistan",489.0566544,2.057696187
Islamabad,Pakistan,3/4/2021 5:24,33.665087,73.121219,44921,503,42419,1999,"Islamabad, Pakistan",2238.693653,1.11974355
Khyber Pakhtunkhwa,Pakistan,3/4/2021 5:24,34.485332,72.09169,73007,2096,68676,2235,"Khyber Pakhtunkhwa, Pakistan",239.1839355,2.870957579
Punjab,Pakistan,3/4/2021 5:24,30.811346,72.139132,174191,5480,162993,5718,"Punjab, Pakistan",158.3375451,3.14597195
Sindh,Pakistan,3/4/2021 5:24,26.009446,68.776807,258904,4388,248184,6332,"Sindh, Pakistan",540.6668426,1.694836696
Azad Jammu and Kashmir,Pakistan,3/5/2021 5:26,34.027401,73.947253,10409,308,9393,708,"Azad Jammu and Kashmir, Pakistan",257.3067554,2.958977808
Balochistan,Pakistan,3/5/2021 5:26,28.328492,65.898403,19097,200,18779,118,"Balochistan, Pakistan",154.7016268,1.047284914
Gilgit-Baltistan,Pakistan,3/5/2021 5:26,35.792146,74.982138,4957,102,4850,5,"Gilgit-Baltistan, Pakistan",489.0566544,2.057696187
Islamabad,Pakistan,3/5/2021 5:26,33.665087,73.121219,45078,504,42571,2003,"Islamabad, Pakistan",2246.517942,1.118062026
Khyber Pakhtunkhwa,Pakistan,3/5/2021 5:26,34.485332,72.09169,73258,2099,68946,2213,"Khyber Pakhtunkhwa, Pakistan",240.0062562,2.865216086
Punjab,Pakistan,3/5/2021 5:26,30.811346,72.139132,175051,5510,163752,5789,"Punjab, Pakistan",159.1192749,3.147654112
Sindh,Pakistan,3/5/2021 5:26,26.009446,68.776807,259164,4405,248478,6281,"Sindh, Pakistan",541.2097982,1.699695945
Azad Jammu and Kashmir,Pakistan,3/6/2021 4:23,34.027401,73.947253,10464,309,9437,718,"Azad Jammu and Kashmir, Pakistan",258.6663358,2.952981651
Balochistan,Pakistan,3/6/2021 4:23,28.328492,65.898403,19106,200,18791,115,"Balochistan, Pakistan",154.7745343,1.046791584
Gilgit-Baltistan,Pakistan,3/6/2021 4:23,35.792146,74.982138,4958,102,4852,4,"Gilgit-Baltistan, Pakistan",489.1553142,2.057281162
Islamabad,Pakistan,3/6/2021 4:23,33.665087,73.121219,45329,506,42726,2097,"Islamabad, Pakistan",2259.026838,1.116283174
Khyber Pakhtunkhwa,Pakistan,3/6/2021 4:23,34.485332,72.09169,73515,2104,69106,2305,"Khyber Pakhtunkhwa, Pakistan",240.848234,2.862000952
Punjab,Pakistan,3/6/2021 4:23,30.811346,72.139132,175964,5534,164487,5943,"Punjab, Pakistan",159.949181,3.144961469
Sindh,Pakistan,3/6/2021 4:23,26.009446,68.776807,259392,4411,248811,6170,"Sindh, Pakistan",541.6859285,1.700515051
Azad Jammu and Kashmir,Pakistan,3/7/2021 5:21,34.027401,73.947253,10534,309,9486,739,"Azad Jammu and Kashmir, Pakistan",260.3967107,2.933358648
Balochistan,Pakistan,3/7/2021 5:21,28.328492,65.898403,19114,201,18804,109,"Balochistan, Pakistan",154.839341,1.051585225
Gilgit-Baltistan,Pakistan,3/7/2021 5:21,35.792146,74.982138,4959,102,4853,4,"Gilgit-Baltistan, Pakistan",489.253974,2.056866304
Islamabad,Pakistan,3/7/2021 5:21,33.665087,73.121219,45519,508,42853,2158,"Islamabad, Pakistan",2268.495723,1.116017487
Khyber Pakhtunkhwa,Pakistan,3/7/2021 5:21,34.485332,72.09169,73708,2109,69264,2335,"Khyber Pakhtunkhwa, Pakistan",241.4805363,2.861290498
Punjab,Pakistan,3/7/2021 5:21,30.811346,72.139132,177008,5552,164989,6467,"Punjab, Pakistan",160.8981646,3.136581397
Sindh,Pakistan,3/7/2021 5:21,26.009446,68.776807,259666,4424,248999,6243,"Sindh, Pakistan",542.2581202,1.703727096
Azad Jammu and Kashmir,Pakistan,3/8/2021 5:24,34.027401,73.947253,10579,311,9533,735,"Azad Jammu and Kashmir, Pakistan",261.5090946,2.939786369
Balochistan,Pakistan,3/8/2021 5:24,28.328492,65.898403,19117,201,18809,107,"Balochistan, Pakistan",154.8636435,1.051420202
Gilgit-Baltistan,Pakistan,3/8/2021 5:24,35.792146,74.982138,4959,102,4853,4,"Gilgit-Baltistan, Pakistan",489.253974,2.056866304
Islamabad,Pakistan,3/8/2021 5:24,33.665087,73.121219,45740,509,43000,2231,"Islamabad, Pakistan",2279.509532,1.112811544
Khyber Pakhtunkhwa,Pakistan,3/8/2021 5:24,34.485332,72.09169,74027,2113,69397,2517,"Khyber Pakhtunkhwa, Pakistan",242.5256372,2.854363948
Punjab,Pakistan,3/8/2021 5:24,30.811346,72.139132,177823,5565,165678,6580,"Punjab, Pakistan",161.6389899,3.129516429
Sindh,Pakistan,3/8/2021 5:24,26.009446,68.776807,259855,4426,249188,6241,"Sindh, Pakistan",542.6528072,1.703257586
Azad Jammu and Kashmir,Pakistan,3/9/2021 5:28,34.027401,73.947253,10626,313,9584,729,"Azad Jammu and Kashmir, Pakistan",262.6709178,2.94560512
Balochistan,Pakistan,3/9/2021 5:28,28.328492,65.898403,19121,201,18828,92,"Balochistan, Pakistan",154.8960469,1.051200251
Gilgit-Baltistan,Pakistan,3/9/2021 5:28,35.792146,74.982138,4959,102,4853,4,"Gilgit-Baltistan, Pakistan",489.253974,2.056866304
Islamabad,Pakistan,3/9/2021 5:28,33.665087,73.121219,45976,511,43134,2331,"Islamabad, Pakistan",2291.270884,1.111449452
Khyber Pakhtunkhwa,Pakistan,3/9/2021 5:28,34.485332,72.09169,74167,2118,69527,2522,"Khyber Pakhtunkhwa, Pakistan",242.9843021,2.855717502
Punjab,Pakistan,3/9/2021 5:28,30.811346,72.139132,178648,5600,166503,6545,"Punjab, Pakistan",162.3889051,3.13465586
Sindh,Pakistan,3/9/2021 5:28,26.009446,68.776807,259956,4436,251394,4126,"Sindh, Pakistan",542.8637246,1.706442629
Azad Jammu and Kashmir,Pakistan,3/10/2021 5:24,34.027401,73.947253,10673,314,9628,731,"Azad Jammu and Kashmir, Pakistan",263.832741,2.942003186
Balochistan,Pakistan,3/10/2021 5:24,28.328492,65.898403,19141,202,18842,97,"Balochistan, Pakistan",155.0580635,1.055326263
Gilgit-Baltistan,Pakistan,3/10/2021 5:24,35.792146,74.982138,4959,103,4853,3,"Gilgit-Baltistan, Pakistan",489.253974,2.07703166
Islamabad,Pakistan,3/10/2021 5:24,33.665087,73.121219,46229,512,43244,2473,"Islamabad, Pakistan",2303.879452,1.107529905
Khyber Pakhtunkhwa,Pakistan,3/10/2021 5:24,34.485332,72.09169,74433,2122,69849,2462,"Khyber Pakhtunkhwa, Pakistan",243.8557655,2.850886032
Punjab,Pakistan,3/10/2021 5:24,30.811346,72.139132,179654,5629,167269,6756,"Punjab, Pakistan",163.3033471,3.133245015
Sindh,Pakistan,3/10/2021 5:24,26.009446,68.776807,260150,4442,251531,4177,"Sindh, Pakistan",543.268853,1.707476456
Azad Jammu and Kashmir,Pakistan,3/11/2021 5:25,34.027401,73.947253,10730,316,9673,741,"Azad Jammu and Kashmir, Pakistan",265.2417606,2.945013979
Balochistan,Pakistan,3/11/2021 5:25,28.328492,65.898403,19157,202,18845,110,"Balochistan, Pakistan",155.1876769,1.05444485
Gilgit-Baltistan,Pakistan,3/11/2021 5:25,35.792146,74.982138,4959,104,4855,,"Gilgit-Baltistan, Pakistan",489.253974,2.097197016
Islamabad,Pakistan,3/11/2021 5:25,33.665087,73.121219,46579,516,43435,2628,"Islamabad, Pakistan",2321.322135,1.107795358
Khyber Pakhtunkhwa,Pakistan,3/11/2021 5:25,34.485332,72.09169,74722,2129,70044,2549,"Khyber Pakhtunkhwa, Pakistan",244.8025809,2.849227804
Punjab,Pakistan,3/11/2021 5:25,30.811346,72.139132,180944,5662,167967,7315,"Punjab, Pakistan",164.4759417,3.129144929
Sindh,Pakistan,3/11/2021 5:25,26.009446,68.776807,260406,4448,251673,4285,"Sindh, Pakistan",543.8034554,1.708101964
Azad Jammu and Kashmir,Pakistan,3/12/2021 5:26,34.027401,73.947253,10816,317,9739,760,"Azad Jammu and Kashmir, Pakistan",267.3676498,2.930843195
Balochistan,Pakistan,3/12/2021 5:26,28.328492,65.898403,19171,202,18849,120,"Balochistan, Pakistan",155.3010886,1.053674821
Gilgit-Baltistan,Pakistan,3/12/2021 5:26,35.792146,74.982138,4959,103,4856,,"Gilgit-Baltistan, Pakistan",489.253974,2.07703166
Islamabad,Pakistan,3/12/2021 5:26,33.665087,73.121219,46963,520,43658,2785,"Islamabad, Pakistan",2340.459251,1.107254647
Khyber Pakhtunkhwa,Pakistan,3/12/2021 5:26,34.485332,72.09169,75052,2138,70245,2669,"Khyber Pakhtunkhwa, Pakistan",245.8837197,2.848691574
Punjab,Pakistan,3/12/2021 5:26,30.811346,72.139132,182576,5698,168186,8692,"Punjab, Pakistan",165.9594103,3.120892122
Sindh,Pakistan,3/12/2021 5:26,26.009446,68.776807,260661,4452,252532,3677,"Sindh, Pakistan",544.3359696,1.707965518
Azad Jammu and Kashmir,Pakistan,3/13/2021 5:25,34.027401,73.947253,10892,317,9808,767,"Azad Jammu and Kashmir, Pakistan",269.2463426,2.910392949
Balochistan,Pakistan,3/13/2021 5:25,28.328492,65.898403,19188,202,18860,126,"Balochistan, Pakistan",155.4388027,1.052741297
Gilgit-Baltistan,Pakistan,3/13/2021 5:25,35.792146,74.982138,4960,103,4856,1,"Gilgit-Baltistan, Pakistan",489.3526338,2.076612903
Islamabad,Pakistan,3/13/2021 5:25,33.665087,73.121219,47365,522,43808,3035,"Islamabad, Pakistan",2360.493419,1.102079595
Khyber Pakhtunkhwa,Pakistan,3/13/2021 5:25,34.485332,72.09169,75357,2147,70360,2850,"Khyber Pakhtunkhwa, Pakistan",246.882954,2.849104927
Punjab,Pakistan,3/13/2021 5:25,30.811346,72.139132,183815,5732,168979,9104,"Punjab, Pakistan",167.0856465,3.118352692
Sindh,Pakistan,3/13/2021 5:25,26.009446,68.776807,260959,4453,252625,3881,"Sindh, Pakistan",544.9582802,1.706398323
